# Program:featureCounts v2.0.6; Command:"./bin/featureCounts" "-a" "PlasmoDB-65_Pfalciparum3D7.gff" "-o" "test3" "-p" "-B" "-C" "/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam" 
Geneid	Chr	Start	End	Strand	Length	/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam
PF3D7_1362900	Pf3D7_13_v3;Pf3D7_13_v3	2526360;2530265	2530051;2531483	+;+	4911	37208
PF3D7_1363000	Pf3D7_13_v3	2532007	2535722	+	3716	12890
PF3D7_1363100	Pf3D7_13_v3;Pf3D7_13_v3	2535745;2539506	2539252;2539767	+;+	3770	7897
PF3D7_1363200	Pf3D7_13_v3;Pf3D7_13_v3	2539355;2541487	2541282;2541896	-;-	2338	5701
PF3D7_1363300	Pf3D7_13_v3;Pf3D7_13_v3	2542180;2543096	2542981;2543589	+;+	1296	2775
PF3D7_1363400	Pf3D7_13_v3;Pf3D7_13_v3	2543068;2546477	2546354;2547394	-;-	4205	13712
PF3D7_1363500	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2547654;2550260;2550415	2550145;2550325;2551108	+;+;+	3252	6719
PF3D7_1363600	Pf3D7_13_v3	2551210	2552002	-	793	2364
PF3D7_1363700	Pf3D7_13_v3	2552035	2555363	+	3329	11150
PF3D7_1363800	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2556025;2557067;2557286;2557465;2557810;2558044;2558224;2558568;2558845;2559033;2559259;2559416	2556951;2557179;2557377;2557575;2557931;2558090;2558372;2558648;2558923;2559157;2559326;2559547	+;+;+;+;+;+;+;+;+;+;+;+	2046	4721
PF3D7_1364000	Pf3D7_13_v3	2563135	2567108	+	3974	10981
PF3D7_1364100	Pf3D7_13_v3	2568534	2571611	+	3078	16805
PF3D7_1364200	Pf3D7_13_v3	2571524	2578165	-	6642	35023
PF3D7_1364300	Pf3D7_13_v3	2578668	2582635	-	3968	26084
PF3D7_1364400	Pf3D7_13_v3	2583838	2595100	+	11263	43160
PF3D7_1364500	Pf3D7_13_v3	2596245	2598309	+	2065	10920
PF3D7_1364600	Pf3D7_13_v3	2598355	2601731	+	3377	17440
PF3D7_1364700	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2601801;2602046;2602304;2602541;2602884;2602976;2603043	2602044;2602302;2602539;2602881;2602974;2603040;2603107	+;+;+;+;+;+;+	1299	4652
PF3D7_1364800	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2603194;2603755;2603962;2604158;2604321;2604592;2604830	2603528;2603829;2604045;2604217;2604402;2604699;2605638	-;-;-;-;-;-;-	1553	6317
PF3D7_1364900	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2605886;2607274;2607670;2607900	2607105;2607379;2607756;2608261	-;-;-;-	1775	6328
PF3D7_1365000	Pf3D7_13_v3	2608363	2610359	+	1997	2845
PF3D7_1365100	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2609807;2610253;2610503	2610113;2610340;2610960	-;-;-	853	440
PF3D7_1365200	Pf3D7_13_v3;Pf3D7_13_v3	2610995;2611458	2611267;2612309	+;+	1125	1438
PF3D7_1365300	Pf3D7_13_v3	2611904	2615834	-	3931	11191
PF3D7_1365400	Pf3D7_13_v3	2615836	2618677	-	2842	8476
PF3D7_1365500	Pf3D7_13_v3;Pf3D7_13_v3	2619004;2619422	2619102;2621127	+;+	1805	7387
PF3D7_1365600	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2621160;2622346;2622515;2622658;2622787;2622981;2623205;2623823	2622204;2622394;2622583;2622717;2622846;2623085;2623425;2624082	+;+;+;+;+;+;+;+	1869	8379
PF3D7_1365700	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2624097;2624881;2625087	2624710;2624937;2627647	-;-;-	3232	8644
PF3D7_1365800	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2629805;2629988;2630878;2631119	2629881;2630554;2630955;2631978	+;+;+;+	1582	4938
PF3D7_1365900	Pf3D7_13_v3;Pf3D7_13_v3	2632304;2633054	2632713;2634360	-;-	1717	3858
PF3D7_1366000	Pf3D7_13_v3	2633993	2636011	+	2019	2301
PF3D7_1366100	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2636101;2636519;2636965	2636240;2636839;2637601	+;+;+	1098	1865
PF3D7_1366200	Pf3D7_13_v3	2637892	2639016	+	1125	3928
PF3D7_1366300	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2638584;2649492;2650603;2651850	2649365;2649559;2651686;2653705	-;-;-;-	13790	78297
PF3D7_1366400	Pf3D7_13_v3	2654471	2660689	-	6219	47481
PF3D7_1366500	Pf3D7_13_v3	2660521	2662797	+	2277	4696
PF3D7_1366600	Pf3D7_13_v3	2662173	2665818	-	3646	13946
PF3D7_1366700	Pf3D7_13_v3	2665864	2668733	+	2870	3508
PF3D7_1366800	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2668028;2668643;2668899;2669062;2669482;2669745;2669959;2670229;2670523	2668472;2668766;2668938;2669380;2669646;2669852;2670106;2670321;2671369	-;-;-;-;-;-;-;-;-	2289	3840
PF3D7_1366900	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2674514;2675797;2676093	2675626;2675943;2679479	+;+;+	4647	11245
PF3D7_1367000	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2678143;2679592;2679862;2680082;2680323	2679450;2679732;2679927;2680224;2680756	-;-;-;-;-	2092	3395
PF3D7_1367100	Pf3D7_13_v3	2680786	2683055	+	2270	9038
PF3D7_1367200	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2683581;2684493;2684869	2684343;2684734;2684967	+;+;+	1104	3987
PF3D7_1367300	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2685059;2685285;2685466;2685735	2685195;2685375;2685648;2686331	-;-;-;-	1008	3580
PF3D7_1367400	Pf3D7_13_v3	2687168	2691319	+	4152	12745
PF3D7_1367500	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2691361;2692075;2693011	2691839;2692892;2693825	+;+;+	2112	5590
PF3D7_1367600	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2693485;2694449;2694657	2694295;2694539;2695219	-;-;-	1465	4213
PF3D7_1367700	Pf3D7_13_v3	2695379	2700285	+	4907	31032
PF3D7_1367800	Pf3D7_13_v3	2701228	2704776	+	3549	27313
PF3D7_1367900	Pf3D7_13_v3	2706499	2708442	+	1944	6831
PF3D7_1368000	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2708492;2709032;2709220;2709506	2708925;2709058;2709402;2709566	-;-;-;-	705	1709
PF3D7_1368100	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2709995;2710578;2711575	2710434;2711340;2711880	-;-;-	1509	7656
PF3D7_1368200	Pf3D7_13_v3;Pf3D7_13_v3	2713313;2713603	2713488;2717072	-;-	3646	20027
PF3D7_1368300	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2717791;2718043;2718237;2718740;2718933;2719276	2717906;2718150;2718519;2718813;2719004;2719445	+;+;+;+;+;+	823	1111
PF3D7_1368400	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2718413;2719743;2719882;2720185;2720745;2721008	2719625;2719802;2719980;2720333;2720850;2721928	-;-;-;-;-;-	2548	4836
PF3D7_1368500	Pf3D7_13_v3	2722470	2725470	+	3001	5750
PF3D7_1368600	Pf3D7_13_v3	2725142	2726519	-	1378	2855
PF3D7_1368700	Pf3D7_13_v3	2727274	2729996	-	2723	13097
PF3D7_1368800	Pf3D7_13_v3	2730239	2736221	-	5983	39364
PF3D7_1368900	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2738083;2739495;2739765	2739383;2739579;2741740	+;+;+	3362	11089
PF3D7_1369000	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2742329;2742828;2743920;2745178;2745527	2742655;2743601;2744958;2745345;2746396	+;+;+;+;+	3178	13068
PF3D7_1369100	Pf3D7_13_v3	2746174	2748732	-	2559	13360
PF3D7_1369200	Pf3D7_13_v3	2748967	2756484	+	7518	30994
PF3D7_1369300	Pf3D7_13_v3;Pf3D7_13_v3	2755662;2756875	2756668;2758407	-;-	2540	4922
PF3D7_1369400	Pf3D7_13_v3;Pf3D7_13_v3	2759048;2759968	2759851;2768913	+;+	9750	29388
PF3D7_1369500	Pf3D7_13_v3;Pf3D7_13_v3	2769414;2773062	2772817;2773904	+;+	4247	14607
PF3D7_1369600	Pf3D7_13_v3	2773725	2776948	-	3224	12474
PF3D7_1369700	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2777488;2778152;2778379;2778644;2778993	2778024;2778282;2778461;2778858;2779407	-;-;-;-;-	1381	2474
PF3D7_1369800	Pf3D7_13_v3	2780354	2780427	+	74	759
PF3D7_1369900	Pf3D7_13_v3	2781080	2781151	-	72	312
PF3D7_1370000	Pf3D7_13_v3	2781622	2781695	+	74	396
PF3D7_1370100	Pf3D7_13_v3	2783150	2783221	-	72	205
PF3D7_1370200	Pf3D7_13_v3	2783766	2783836	+	71	260
PF3D7_1370300	Pf3D7_13_v3;Pf3D7_13_v3	2786609;2788554	2788361;2789345	+;+	2545	6012
PF3D7_1370500	Pf3D7_13_v3	2794237	2794851	+	615	9042
PF3D7_1370800	Pf3D7_13_v3	2796119	2797144	+	1026	17503
PF3D7_1370900	Pf3D7_13_v3	2797507	2798103	+	597	6538
PF3D7_1371000	Pf3D7_13_v3	2800004	2802154	+	2151	71407
PF3D7_1371200	Pf3D7_13_v3	2802527	2802686	+	160	2712
PF3D7_1371300	Pf3D7_13_v3	2802945	2807159	+	4215	166436
PF3D7_1371500	Pf3D7_13_v3;Pf3D7_13_v3	2808200;2809154	2809000;2810256	-;-	1904	3681
PF3D7_1371600	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2811706;2812266;2819764;2820015;2820227	2812263;2819628;2819851;2820088;2820270	+;+;+;+;+	8127	74930
PF3D7_1371700	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2821078;2821278;2823212	2821173;2822786;2824446	+;+;+	2840	4726
PF3D7_1371800	Pf3D7_13_v3;Pf3D7_13_v3	2823251;2825781	2825552;2825967	-;-	2489	4878
PF3D7_1371900	Pf3D7_13_v3;Pf3D7_13_v3	2829530;2830109	2829927;2830830	+;+	1120	4011
PF3D7_1372000	Pf3D7_13_v3;Pf3D7_13_v3	2832623;2833204	2833086;2835439	+;+	2700	4646
PF3D7_1372100	Pf3D7_13_v3;Pf3D7_13_v3	2835756;2837313	2837136;2839580	+;+	3649	10959
PF3D7_1372200	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2840236;2841635;2842024	2841485;2841716;2842840	-;-;-	2149	21729
PF3D7_1372300	Pf3D7_13_v3;Pf3D7_13_v3	2843157;2846002	2845850;2847557	+;+	4250	8540
PF3D7_1372400	Pf3D7_13_v3	2850369	2853482	+	3114	39064
PF3D7_1372500	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	2854544;2855003;2855521	2855000;2855403;2855568	-;-;-	906	26365
PF3D7_1372600	Pf3D7_13_v3;Pf3D7_13_v3	2856586;2857255	2856632;2858026	+;+	819	31835
PF3D7_1372700	Pf3D7_13_v3;Pf3D7_13_v3	2860163;2860449	2860216;2861441	+;+	1047	27774
PF3D7_1372800	Pf3D7_13_v3;Pf3D7_13_v3	2863866;2864030	2863928;2864869	+;+	903	15441
PF3D7_1372900	Pf3D7_13_v3;Pf3D7_13_v3	2865893;2866197	2866194;2867226	+;+	1332	42618
PF3D7_1373000	Pf3D7_13_v3;Pf3D7_13_v3	2868923;2869209	2868976;2870165	+;+	1011	3790
PF3D7_1373100	Pf3D7_13_v3;Pf3D7_13_v3	2871860;2873035	2872831;2873088	-;-	1026	5975
PF3D7_1373200	Pf3D7_13_v3	2875991	2876203	+	213	2599
PF3D7_1373300	Pf3D7_13_v3;Pf3D7_13_v3	2877908;2878146	2877976;2879141	+;+	1065	16329
PF3D7_1373400	Pf3D7_13_v3;Pf3D7_13_v3	2881591;2881877	2881644;2882956	+;+	1134	23743
PF3D7_1373500	Pf3D7_13_v3;Pf3D7_13_v3	2884786;2886998	2886114;2892340	-;-	6672	195104
PF3D7_1400100	Pf3D7_14_v3;Pf3D7_14_v3	1393;4039	3021;5343	+;+	2934	231102
PF3D7_1400200	Pf3D7_14_v3;Pf3D7_14_v3	7208;8485	8248;8538	-;-	1095	29041
PF3D7_1400300	Pf3D7_14_v3;Pf3D7_14_v3	10974;12049	11933;12117	-;-	1029	15923
PF3D7_1400400	Pf3D7_14_v3;Pf3D7_14_v3	14126;15310	15085;15363	-;-	1014	9825
PF3D7_1400500	Pf3D7_14_v3;Pf3D7_14_v3	17469;18737	18416;18808	-;-	1020	4691
PF3D7_1400600	Pf3D7_14_v3;Pf3D7_14_v3	20897;22179	21946;22232	-;-	1104	11535
PF3D7_1400700	Pf3D7_14_v3;Pf3D7_14_v3	24337;25252	25149;25320	-;-	882	19475
PF3D7_1400800	Pf3D7_14_v3;Pf3D7_14_v3	27321;28360	28202;28428	-;-	951	23110
PF3D7_1400900	Pf3D7_14_v3;Pf3D7_14_v3	30083;30877	30784;31008	-;-	834	2759
PF3D7_1401000	Pf3D7_14_v3;Pf3D7_14_v3	34693;35585	35427;35773	-;-	924	50908
PF3D7_1401050	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	39081;39237;39654	39234;39651;40440	+;+;+	1356	4517
PF3D7_1401100	Pf3D7_14_v3;Pf3D7_14_v3	39940;42956	42629;43736	-;-	3471	11186
PF3D7_1401200	Pf3D7_14_v3;Pf3D7_14_v3	46160;47019	46901;48541	+;+	2265	5404
PF3D7_1401300	Pf3D7_14_v3;Pf3D7_14_v3	47990;50218	50135;50443	-;-	2372	9048
PF3D7_1401400	Pf3D7_14_v3	52256	54457	-	2202	2655
PF3D7_1401500	Pf3D7_14_v3	56497	59127	-	2631	6934
PF3D7_1401600	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	60100;62800;63795	62611;63002;64491	-;-;-	3412	11553
PF3D7_1401700	Pf3D7_14_v3	66269	67081	-	813	2417
PF3D7_1401800	Pf3D7_14_v3	69339	74061	+	4723	8623
PF3D7_1401900	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	73418;74387;74549;74681;74986;75181;75508;75866;76325;76640	74247;74464;74594;74831;75064;75330;75647;76190;76422;76793	-;-;-;-;-;-;-;-;-;-	2051	3560
PF3D7_1402000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	76988;77415;77615;77780;77977;78193;78429;78698;78909;79120;79343;79503;79665;79930;80297	77323;77521;77668;77846;78054;78261;78543;78746;78990;79246;79413;79583;79817;80180;80648	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1992	5906
PF3D7_1402100	Pf3D7_14_v3	80732	83840	+	3109	12169
PF3D7_1402200	Pf3D7_14_v3	84195	85840	+	1646	6018
PF3D7_1402300	Pf3D7_14_v3	85517	89001	-	3485	8348
PF3D7_1402400	Pf3D7_14_v3	89265	91389	-	2125	6724
PF3D7_1402500	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	91741;93183;93435	92524;93268;94594	-;-;-	2030	2157
PF3D7_1402550	Pf3D7_14_v3	93010	93095	-	86	515
PF3D7_1402600	Pf3D7_14_v3	92792	92874	-	83	424
PF3D7_1402700	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	94596;95717;95917;96148;97056;97528;97813;98055;98342	95594;95831;95994;96767;97249;97627;97901;98142;99118	-;-;-;-;-;-;-;-;-	3060	9419
PF3D7_1402800	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	100564;105253;105544	105158;105395;106014	+;+;+	5209	22473
PF3D7_1402900	Pf3D7_14_v3	106341	109299	+	2959	8588
PF3D7_1403000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	110031;110273;110472;110618;111538;111704;111982;112265;112413;112587	110154;110330;110544;111308;111598;111829;112140;112318;112452;112645	+;+;+;+;+;+;+;+;+;+	1445	4724
PF3D7_1403100	Pf3D7_14_v3	112600	119538	-	6939	49905
PF3D7_1403200	Pf3D7_14_v3;Pf3D7_14_v3	119995;120723	120532;121405	-;-	1221	4846
PF3D7_1403300	Pf3D7_14_v3	121855	125340	-	3486	12050
PF3D7_1403400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	125986;126187;126582;126936;127122;127290;127517;127773;128117;128407;128695;128924;129109;129395;129740	126055;126422;126819;127019;127174;127337;127639;127972;128252;128539;128804;129023;129275;129502;129877	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1944	3402
PF3D7_1403500	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	130022;130189;130465;130656;130972;131113;131383;131719;132080	130096;130237;130544;130776;131029;131239;131506;131876;132234	-;-;-;-;-;-;-;-;-	947	2079
PF3D7_1403600	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	131925;132949;133117	132727;132996;133539	+;+;+	1274	824
PF3D7_1403700	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	133424;133950;134144	133822;134013;135951	-;-;-	2271	5542
PF3D7_1403800	Pf3D7_14_v3;Pf3D7_14_v3	136530;141394	141131;141420	-;-	4629	26455
PF3D7_1403900	Pf3D7_14_v3	141443	143326	-	1884	6546
PF3D7_1404000	Pf3D7_14_v3;Pf3D7_14_v3	143936;144589	144408;144696	+;+	581	717
PF3D7_1404100	Pf3D7_14_v3;Pf3D7_14_v3	144730;145547	145378;146345	-;-	1448	2527
PF3D7_1404200	Pf3D7_14_v3;Pf3D7_14_v3	147447;148317	148197;148737	+;+	1172	1464
PF3D7_1404300	Pf3D7_14_v3	150000	150608	+	609	6711
PF3D7_1404400	Pf3D7_14_v3	151480	152805	+	1326	3620
PF3D7_1404500	Pf3D7_14_v3	152807	154904	+	2098	4857
PF3D7_1404600	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	154855;154855;154855;155236;155236;155236;155408;155408;155408;155565;155565;155565;155777;155777;155777;156202;156202;156202;156572;156572;156572;156876;156876;156876;157180;157180;157180;157376;157376;157376;157592;157592;157592;157819;157819;157819;158023;158023;158023;158280;158280;158280;158464;158464;158464;158623;158623;158623;158826;158826;158826;158965;158965;159268;159268;159535;159592;159772;160075	155118;155118;155118;155307;155307;155307;155473;155473;155473;155651;155651;155651;156031;156031;156031;156459;156459;156459;156723;156723;156723;156952;156952;156952;157266;157266;157266;157467;157467;157467;157716;157716;157716;157906;157906;157906;158163;158163;158163;158337;158337;158337;158522;158522;158522;158721;158721;158721;158864;158864;158855;159115;159115;159467;159448;159595;159642;159831;160386	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2850	7574
PF3D7_1404700	Pf3D7_14_v3	160928	162542	-	1615	3733
PF3D7_1404800	Pf3D7_14_v3	163283	168162	-	4880	13641
PF3D7_1404900	Pf3D7_14_v3	168515	171941	+	3427	3396
PF3D7_1405000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	171985;172502;172796;174372;174738	172378;172602;174207;174603;175299	+;+;+;+;+	2701	6002
PF3D7_1405100	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	175043;175625;175850;176097;176265;176553;176791	175528;175721;175954;176166;176437;176640;179843	-;-;-;-;-;-;-	4072	36402
PF3D7_1405200	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	180266;181376;181575	181287;181488;181742	+;+;+	1303	2617
PF3D7_1405300	Pf3D7_14_v3	181855	185353	+	3499	10600
PF3D7_1405400	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	185138;186652;187001;187651	186500;186900;187517;190524	-;-;-;-	5003	18840
PF3D7_1405500	Pf3D7_14_v3	190754	192994	+	2241	6627
PF3D7_1405600	Pf3D7_14_v3	192727	194345	-	1619	8528
PF3D7_1405700	Pf3D7_14_v3	196106	199602	-	3497	14656
PF3D7_1405800	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	200101;201096;201446;201776;203570	200919;201282;201512;203421;204702	-;-;-;-;-	3852	19661
PF3D7_1405900	Pf3D7_14_v3;Pf3D7_14_v3	204930;208953	208837;209333	+;+	4289	13468
PF3D7_1406000	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	210252;210541;210884	210354;210732;211328	+;+;+	740	782
PF3D7_1406100	Pf3D7_14_v3	211139	215915	-	4777	21455
PF3D7_1406200	Pf3D7_14_v3	217394	227116	+	9723	34995
PF3D7_1406300	Pf3D7_14_v3	227948	230574	+	2627	8939
PF3D7_1406400	Pf3D7_14_v3	230607	232875	+	2269	7793
PF3D7_1406500	Pf3D7_14_v3;Pf3D7_14_v3	233001;233995	233834;237744	-;-	4584	19953
PF3D7_1406600	Pf3D7_14_v3	238872	244318	+	5447	20140
PF3D7_1406700	Pf3D7_14_v3	244331	246273	+	1943	4684
PF3D7_1406800	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	246052;246787;247405	246609;247094;249607	-;-;-	3069	9123
PF3D7_1406900	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	250334;252176;252348;252628;252765	251935;252237;252385;252677;252921	+;+;+;+;+	1909	7132
PF3D7_1407000	Pf3D7_14_v3	253542	257360	+	3819	29790
PF3D7_1407100	Pf3D7_14_v3;Pf3D7_14_v3	258164;259039	258752;260710	+;+	2261	10620
PF3D7_1407200	Pf3D7_14_v3;Pf3D7_14_v3	260615;261595	261425;262717	-;-	1934	5355
PF3D7_1407300	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	263070;263978;264368;265278;265545;265837;266111	263669;264053;265152;265364;265674;265978;267617	+;+;+;+;+;+;+	3327	11729
PF3D7_1407400	Pf3D7_14_v3	267209	269438	-	2230	3772
PF3D7_1407500	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	269535;270092;270435;270634;270893	269912;270251;270521;270697;271698	+;+;+;+;+	1495	2272
PF3D7_1407600	Pf3D7_14_v3	271014	277357	-	6344	41005
PF3D7_1407700	Pf3D7_14_v3;Pf3D7_14_v3	279176;280609	280331;280673	+;+	1221	8584
PF3D7_1407800	Pf3D7_14_v3	282209	286187	+	3979	16941
PF3D7_1407900	Pf3D7_14_v3	287116	291277	+	4162	16586
PF3D7_1408000	Pf3D7_14_v3	292244	295261	+	3018	15984
PF3D7_1408100	Pf3D7_14_v3	296683	299101	+	2419	13925
PF3D7_1408200	Pf3D7_14_v3	300579	306041	-	5463	46231
PF3D7_1408300	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	312569;313053;313246	312864;313158;313296	+;+;+	453	696
PF3D7_1408400	Pf3D7_14_v3	313838	318345	-	4508	17825
PF3D7_1408500	Pf3D7_14_v3	319847	321454	+	1608	1944
